economy;economycode;regionwb;pop_adult;wpid_random;wgt;female;age;educ;inc_q;emp_in;fin2;fin3;fin4;fin5;fin6;fin7;fin8;fin9;fin10;fin11a;fin11b;fin11c;fin11d;fin11e;fin11f;fin11g;fin11h;fin14a;fin14b;fin14c;fin15;fin16;fin17a;fin17b;fin19;fin20;fin21;fin22a;fin22b;fin22c;fin24;fin25;fin26;fin27a;fin27b;fin27c1;fin27c2;fin28;fin29a;fin29b;fin29c1;fin29c2;fin30;fin31a;fin31b;fin31c;fin32;fin33;fin34a;fin34b;fin34c1;fin34c2;fin35;fin36;fin37;fin38;fin39a;fin39b;fin39c1;fin39c2;fin40;fin41;fin42;fin43a;fin43b;fin43c1;fin43c2;fin44;fin45;fin46;fin47a;fin47b;fin47c1;fin47c2;fin47c3;fin47c4;fin47c5;mobileowner;fin48;account_fin;account_mob;account;saved;borrowed;receive_wages;receive_transfers;receive_pension;receive_agriculture;pay_utilities;remittances;pay_onlne;pay_onlne_mobintbuy;pay_cash;pay_cash_mobintbuy
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;187888982;0,374003628;1;30;1;4;1;2;;;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;1;2;2;1;;2;;1;2;1;;;1;2;1;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;160195488;0,653460732;2;22;2;2;1;1;1;2;2;1;1;1;1;1;;;;;;;;;2;2;;1;2;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;2;;;;1;2;2;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;194871020;2,426898822;1;21;2;3;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;1;;1;2;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;1;2;1;2;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;1;4;1;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;208518601;0,407210894;2;36;2;3;0;2;;;;;2;;;;2;2;2;2;2;1;2;2;1;2;;2;2;2;2;2;1;2;2;1;;2;;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;196987168;0,725576439;1;32;1;1;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;0;1;4;4;4;2;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;184658694;2,59845331;2;37;1;2;1;2;;;;;2;;;;1;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;1;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;1;2;2;1;2;1;;;;;2;;;;;;;;;;;;;;;1;1;0;1;1;1;0;1;4;1;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;125323124;2,403391596;2;42;1;3;1;1;1;2;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;1;1;;2;;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;0;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;155013845;0,772257105;2;49;2;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;4;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;118311572;0,329489464;2;25;1;2;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;4;2;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;192693584;0,413082111;1;36;2;3;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;1;2;1;;;2;;;;1;2;2;1;;;2;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;0;0;1;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;138057689;1,187114477;2;48;2;3;1;1;1;1;1;1;1;1;1;1;;;;;;;;;2;2;;1;2;2;1;2;2;2;2;1;2;1;6;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;2;2;2;;;;;;;;;;;1;1;1;1;1;1;1;4;4;4;3;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;145478620;2,935385593;1;49;1;3;1;1;1;2;2;2;2;;2;2;;;;;;;;;1;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;1;1;1;0;0;4;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;112619472;0,401595975;2;32;1;1;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;1;1;0;0;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;199498370;0,604423825;1;62;1;4;1;2;;;;;2;;;;1;2;2;2;2;1;2;1;2;2;;1;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;1;0;4;4;4;2;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;174228816;1,047060426;2;50;2;3;0;2;;;;;2;;;;1;3;2;2;2;1;2;2;2;2;;2;1;2;1;2;1;1;2;1;2;2;;2;;;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;1;1;4;4;4;2;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;178677598;0,703384122;2;20;2;1;1;2;;;;;2;;;;2;2;2;1;2;2;2;1;2;2;;1;2;2;2;2;2;2;2;1;;1;2;1;2;1;;;1;2;1;;;1;1;2;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;2;2;1;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;142560834;0,664497125;2;32;2;1;1;1;1;2;2;1;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;1;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;1;1;;;;;;1;1;1;0;1;0;0;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;133416732;0,329489464;2;20;2;2;1;2;;;;;2;;;;2;1;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;1;2;1;;;2;;;;1;2;2;1;;;1;1;2;2;;;;;;;1;2;1;;;1;1;;;;;;;;;1;1;0;1;1;0;0;1;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;178414839;0,329489464;2;22;2;3;0;2;;;;;2;;;;1;2;1;1;2;2;2;1;2;2;;1;2;2;2;2;2;2;2;2;;2;;1;1;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;2;0;0;0;1;0;4;4;4;4;4;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;111741206;1,152056783;1;17;2;4;1;1;1;1;2;1;2;;1;1;;;;;;;;;2;1;1;1;1;1;1;2;1;2;1;1;2;1;2;1;1;1;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;2;1;1;1;1;1;4;4;4;4;1;1;1;1;0;0
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;113898655;0,84806017;1;25;2;4;0;2;;;;;2;;;;2;1;2;1;2;1;2;1;2;2;;2;1;2;1;2;2;2;2;1;2;2;;1;2;2;1;2;1;2;2;1;2;2;;;;2;;;;;;;;1;2;2;2;1;2;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;1;1;4;2;4;4;4;3;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;151605301;2,935385593;1;35;3;5;1;2;;;1;1;2;;1;1;;;;;;;;;1;2;;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;2;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;134181221;0,729982747;1;30;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;2;2;2;1;2;1;2;1;1;1;1;3;1;1;1;;;1;2;1;;;2;;;;1;1;1;2;;;2;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;2;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;199017957;0,36278822;1;33;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;1;2;1;1;2;2;2;2;2;2;1;1;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;0;4;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;210084785;1,617932548;1;22;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;1;2;2;2;2;2;2;2;2;;1;2;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;113742115;0,653460732;2;22;1;2;1;2;;;;;2;;;;1;1;1;1;2;1;1;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;159950937;0,732488178;2;28;1;2;0;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;1;1;2;;;1;2;1;;2;;;;;;;;1;2;2;2;1;1;;;2;;;;;;;2;;;;;2;2;2;1;1;1;1;1;1;1;4;1;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;142689944;0,362564437;2;20;2;4;1;2;;;1;1;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;1;3;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;0;0;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;172687389;0,329489464;1;24;2;5;1;1;1;2;2;1;2;;2;1;;;;;;;;;1;2;;1;1;2;2;2;1;2;2;1;;1;3;1;2;1;;;1;1;1;;;2;;;;1;1;1;2;;;1;1;1;2;1;2;;;;;2;;;;;;;;;;;;;;;1;1;1;0;1;1;1;1;1;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;196008678;1,380732655;1;22;1;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;1;2;1;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;1;1;0;0;4;4;4;4;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;196494042;0,329489464;1;25;2;5;1;2;;;;;2;;;;2;2;2;2;2;1;2;1;1;2;;1;2;2;1;2;2;2;2;2;2;2;;1;2;1;;;1;2;1;;;1;2;2;1;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;0;1;1;1;0;2;4;4;4;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;158942971;1,236693693;2;26;2;4;1;2;;;;;2;;;;2;2;2;1;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;4;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;1;1;4;4;4;4;1;1;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;208383449;0,591846769;1;39;2;3;1;1;1;1;1;1;2;;1;1;;;;;;;;;2;2;;1;2;1;2;2;2;2;2;2;;1;3;1;1;1;;;2;;;;;2;;;;1;1;1;2;;;1;1;2;1;1;2;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;1;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;178823495;0,749067899;2;42;2;4;1;2;;;1;2;2;;1;1;;;;;;;;;2;2;;2;2;2;1;2;2;2;2;2;1;2;;1;2;1;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;133724038;1,515718054;2;38;2;5;0;1;1;2;2;1;2;;1;2;;;;;;;;;1;2;;1;1;1;1;1;2;2;2;1;2;1;1;1;2;1;;;2;;;;;1;2;2;1;1;1;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;140670119;0,329489464;1;25;2;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;204465580;0,356762801;1;23;2;5;1;2;;;1;1;2;;1;1;;;;;;;;;1;2;;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;;;1;2;1;;;1;2;1;;1;1;2;1;;;1;2;2;2;;;;;;;1;2;1;;;1;2;;;;;;;;;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;200171225;0,545395179;2;31;1;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;1;2;2;1;2;1;1;2;;1;1;1;;;2;;;;;1;2;1;;1;2;2;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;192791157;1,055076183;2;20;2;2;0;1;1;1;1;1;2;;1;1;;;;;;;;;2;2;;1;2;1;1;2;2;1;2;2;2;1;3;2;;;;;1;2;1;;;2;;;;1;2;2;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;113854969;0,764242107;1;30;3;1;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;1;2;;2;2;2;2;2;2;2;2;2;;1;4;1;2;1;;;1;2;1;;;1;1;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;2;2;2;1;1;1;1;1;0;0;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;203508102;0,329489464;2;26;2;2;1;2;;;1;1;2;;1;1;;;;;;;;;2;2;;1;2;1;1;1;1;1;1;1;1;2;;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;144814602;1,399815802;2;32;2;4;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;2;2;2;1;1;2;2;2;1;2;1;2;1;2;1;;;2;;;;;2;;;;1;1;1;2;;;1;1;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;161448479;1,133255368;1;19;1;3;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;1;1;2;2;1;2;2;2;2;2;1;;2;;2;;;;;1;1;1;;;1;2;1;;1;2;1;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;0;0
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;170434245;2,935385593;2;54;1;1;0;2;;;2;2;2;;1;1;;;;;;;;;2;2;;2;2;2;1;1;1;1;1;1;1;2;;1;2;1;;;2;;;;;2;;;;3;;;;;;;;1;2;2;2;1;2;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;1;5;2;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;210716185;0,799817101;1;28;1;5;1;2;;;;;2;;;;1;1;2;2;1;1;2;2;2;2;;1;1;2;2;2;2;2;2;2;;1;1;2;;;;;1;2;2;1;2;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;2;1;0;0;0;1;0;2;4;4;4;4;3;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;167475342;0,329489464;2;27;2;5;1;1;1;2;2;2;2;;1;1;;;;;;;;;2;2;;2;1;1;2;2;2;2;1;2;;2;;2;;;;;1;1;1;;;2;;;;1;1;1;2;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;209602347;0,595526869;1;31;2;4;1;2;;;;;2;;;;2;1;1;2;2;1;2;2;2;2;;2;1;2;2;2;1;2;2;2;;2;;1;2;1;;;2;;;;;1;2;1;;1;2;2;1;;;2;;1;2;2;2;2;2;;;2;;;;;;;;;;;;;;;2;1;0;1;1;1;1;1;3;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;120029327;1,69612034;1;25;2;5;1;1;1;1;2;2;2;;1;1;;;;;;;;;2;2;;2;2;1;1;2;2;2;2;2;2;1;3;1;2;1;;;2;;;;;1;2;2;1;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;4;4;4;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;121529337;0,395890672;1;23;2;5;1;2;;;1;1;2;;1;1;;;;;;;;;1;1;2;2;1;1;1;2;2;2;2;1;2;1;3;2;;;;;1;1;1;;;1;1;1;;1;2;2;2;1;2;;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;2;4;4;1;1;1;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;181791825;0,617333778;2;32;2;2;0;2;;;;;2;;;;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;191594233;0,653460732;2;20;1;2;1;2;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;2;0;0;0;0;0;2;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;159780637;0,808966274;1;21;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;1;2;1;2;2;2;2;2;2;;1;2;1;1;1;;;1;1;1;;;1;2;1;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;2;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;152486050;0,329489464;2;27;2;1;1;2;;;;;2;;;;2;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;1;2;1;;1;1;1;2;1;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;0;1;1;1;1;4;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;127230921;0,791781345;1;21;2;4;1;2;;;;;2;;;;2;1;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;1;2;1;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;0;0;0;0;2;4;4;2;4;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;140816858;0,897753067;2;36;1;1;1;2;;;;;2;;;;2;2;2;2;2;1;1;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;2;2;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;0;0;0;0;4;4;4;2;3;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;210766250;0,725128875;2;24;2;4;1;1;1;2;2;1;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;1;2;2;1;;1;4;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;1;;;1;2;;;;;;;;;1;1;1;1;1;0;1;4;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;188907968;0,617333778;2;28;1;3;1;2;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;;1;2;2;2;2;2;2;2;1;;1;2;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;0;0;1;1;4;4;4;4;1;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;142303352;0,674077927;1;30;2;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;1;2;2;1;2;2;2;2;1;2;2;;1;2;1;;;1;2;1;;;1;1;2;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;2;2;2;1;1;1;1;1;1;1;2;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;163282981;2,4236342;1;25;1;2;0;2;;;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;2;2;1;0;1;0;0;2;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;150001886;0,822121593;2;21;3;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;2;1;2;2;2;1;1;2;2;2;2;2;1;1;6;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;114923919;2,565467554;1;18;1;3;1;2;;;;;2;;;;2;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;0;0;4;4;4;2;2;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;142389342;0,329489464;2;27;2;4;1;1;1;2;1;2;2;;1;1;;;;;;;;;2;2;;2;2;2;2;2;2;2;1;2;;2;;2;;;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;0;1;4;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;192487709;1,423417285;1;22;1;5;1;2;;;;;2;;;;1;1;2;2;2;1;3;1;2;2;;2;1;2;2;2;2;2;2;1;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;1;2;2;2;1;2;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;1;1;4;2;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;139625902;0,401595975;2;26;1;2;1;2;;;;;2;;;;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;1;2;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;1;1;1;0;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;201299461;1,445875558;2;20;2;4;1;1;1;2;2;1;2;;2;2;;;;;;;;;1;2;;2;2;2;1;2;2;2;2;2;2;1;2;2;;;;;1;2;1;;;1;2;1;;2;;;;;;;;1;2;1;2;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;0;4;1;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;171038579;0,374003628;1;33;1;4;1;2;;;;;2;;;;1;2;2;2;2;2;2;2;2;2;;1;2;2;1;2;2;2;2;2;2;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;1;1;1;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;191908771;0,395890672;1;22;2;5;1;1;1;2;2;2;1;2;1;1;;;;;;;;;1;2;;1;1;1;1;2;2;2;2;2;2;1;1;2;;;;;1;2;1;;;1;2;1;;1;2;1;1;;;1;2;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;196023905;1,594936554;2;18;2;1;1;1;1;2;1;2;2;;2;1;;;;;;;;;2;2;;1;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;1;1;1;;;2;;;;;;;;;;1;1;1;1;1;1;0;4;4;4;1;1;5;0;;0;
